"ÍSAT2008","ÍSAT2008_áp","Bálkur","Lýsing","Inniheldur","Inniheldur_einnig","Inniheldur_ekki"
"10.20.9","10209","C","Önnur ótalin vinnsla fiskafurða, krabbadýra og lindýra","Til þessarar greinar telst: - Reyking á fiski og öðrum fiskafurðum - Vinnsla á ferskum fiskafurðum, krabbadýrum og lindýrum - Þörungavinnsla, vinnsla á þara og þangi - Önnur ótalin vinnsla fiskafurða, krabbadýra og lindýra",,"Til þessarar greinar telst ekki: - Vinnsla hvals á landi eða á sérútbúnum skipum, sjá 10.11"
"10.31.0","10310","C","Vinnsla á kartöflum","Til þessarar greinar telst: - Framleiðsla forsoðinna, forsteiktra og frosinna kartaflna   - Framleiðsla kartöflustöppu í duftformi - Framleiðsla á kartöfluflögum o.þ.h. - Framleiðsla á kartöflumjöli","Til þessarar greinar telst einnig: - Afhýðing kartaflna í verksmiðju",
"10.32.0","10320","C","Framleiðsla á ávaxta- og grænmetissafa","Til þessarar greinar telst: - Framleiðsla á ávaxta- eða grænmetissafa - Framleiðsla á þykkni úr nýjum ávöxtum og grænmeti",,
"10.39.0","10390","C","Önnur ótalin vinnsla ávaxta og grænmetis","Til þessarar greinar telst: - Framleiðsla matvæla sem eru aðallega úr ávöxtum eða grænmeti, að undanskildum tilbúnum réttum sem eru frystir eða niðursoðnir - Vinnsla ávaxta, hneta eða grænmetis til geymslu, s.s. frysting, þurrkun, niðursuða og lagning í","Til þessarar greinar telst einnig: - Framleiðsla unninna matvæla úr ávöxtum og grænmeti sem þola illa geymslu, s.s. salöt, tófu og afhýtt eða niðurskorið grænmeti","Til þessarar greinar telst ekki: - Framleiðsla mjöls, fín- eða grófmalaðs, úr þurrkuðum belgávöxtum, sjá 10.61 - Varðveisla ávaxta og hneta í sykri, sjá 10.82 - Framleiðsla á tilbúnum grænmetisréttum, sjá 10.85 - Framleiðsla á tilbúnu þykkni eða seyði"
"10.41.0","10410","C","Framleiðsla á olíu og feiti","Til þessarar greinar telst: - Framleiðsla óhreinsaðrar jurtaolíu, s.s. olífuolíu, sojaolíu, pálmaolíu, sólblómaolíu, baðmullarfræsolíu, repjuolíu, kolsa- eða sinnepsolíu og línolíu - Framleiðsla olíuríks jurtamjöls úr olíuríkum fræjum, hnetum og kjörnum","Til þessarar greinar telst einnig: - Bræðsla lýsis úr fisklifur, framleiðsla meðalalýsis - Framleiðsla á baðmullardúni, olíukökum og öðrum úrgangsafurðum úr olíuframleiðslu - Framleiðsla á dýraolíu og –feiti sem er ekki ætluð til manneldis","Til þessarar greinar telst ekki: - Bræðsla búklýsis, sjá 10.20.3 - Vinnsla og hreinsun svínafeiti og annarrar dýrafitu til manneldis, sjá 10.11 - Blautmölun korns, sjá 10.62 - Framleiðsla á ilmolíum, sjá 20.53 - Meðferð á olíu og feiti með efnavinnsl"
"10.42.0","10420","C","Framleiðsla á smjörlíki og svipaðri feiti til manneldis","Til þessarar greinar telst: - Framleiðsla á smjörlíki - Framleiðsla blandaðs viðbits - Framleiðsla á blandaðri feiti til matreiðslu",,
"10.51.0","10510","C","Mjólkurbú og ostagerð","Til þessarar greinar telst: - Framleiðsla á nýrri, gerilsneyddri og fitusprengdri mjólk í fljótandi formi  - Framleiðsla á mjólkurdrykkjum - Framleiðsla á rjóma úr gerilsneiddri og fitusprengdri nýmjólk  - Framleiðsla á þurrmjólk eða niðursoðinni mjól",,"Til þessarar greinar telst ekki: - Framleiðsla á hrámjólk (úr kúm), sjá 01.41 - Framleiðsla á hrámjólk (úr ám, geitum, hryssum, ösnum, o.þ.h.), sjá 01.43, 01.44, 01.45 - Framleiðsla á mjólkurafurðum úr jurtaríkinu og ostalíki, sjá 10.89"
"10.52.0","10520","C","Ísgerð","Til þessarar greinar telst: - Framleiðsla á rjómaís og öðrum ís til matar",,"Til þessarar greinar telst ekki: - Starfsemi ísbúða, sjá 56.10"
"10.61.0","10610","C","Framleiðsla á kornvöru","Til þessarar greinar telst: - Kornmölun: framleiðsla á hveiti, hýðislausu korni, hveitimjöli eða- kögglum, rúgi, höfrum, maís eða öðru korni - Mölun á hrísgrjónum: framleiðsla á afhýddum, möluðum, slípuðum, sykurhúðuðum eða forsoðnum hrísgrjónum, framle",,"Til þessarar greinar telst ekki: - Framleiðsla á kartöflumjöli, sjá 10.31 - Blautmölun korns, sjá 10.62"
"10.62.0","10620","C","Framleiðsla á mjölva og mjölvavöru","Til þessarar greinar telst: - Framleiðsla á mjölva úr hrísgrjónum, kartöflum, maís o.þ.h. - Blautmölun korns - Framleiðsla á glúkósa, glúkósasírópi, maltósa, inúlíni o.þ.h. - Framleiðsla á glúteni - Framleiðsla á tapíóka og tapíókalíki úr mjölva - F",,"Til þessarar greinar telst ekki: - Framleiðsla á mjólkursykri (laktósa) , sjá 10.51 - Framleiðsla á reyr- eða rófusykri, sjá 10.81"
"10.71.0","10710","C","Framleiðsla á brauði, nýju sætabrauði og kökum","Til þessarar greinar telst: - Framleiðsla á brauði, sætabrauði, kökum, bökum o.þ.h",,"Til þessarar greinar telst ekki: - Framleiðsla á mjölkenndum vörum (pasta), sjá 10.73 - Framleiðsla á geymsluþolnu sætabrauði, sjá 10.72"
"10.72.0","10720","C","Framleiðsla á tvíbökum og kexi, framleiðsla á geymsluþolnu sætabrauði og kökum","Til þessarar greinar telst: - Framleiðsla á tvíbökum, kexi og smákökum, og annarri „þurri“ bakarísvöru - Framleiðsla á geymsluþolnu sætabrauði og kökum - Framleiðsla á sætu eða söltuðu nasli (smákökum, stökku kexi, saltstöngum o.þ.h.)",,"Til þessarar greinar telst ekki: - Framleiðsla á kartöfluflögum, sjá 10.31"
"10.73.0","10730","C","Framleiðsla á pastavörum og svipuðum vörum","Til þessarar greinar telst: - Framleiðsla á pasta, s.s. makkarónum og núðlum, einnig soðnu eða fylltu  - Framleiðsla á kúskús - Framleiðsla á niðursoðnum eða frystum pastavörum",,"Til þessarar greinar telst ekki: - Framleiðsla á súpu með pasta, sjá 10.89"
"10.81.0","10810","C","Sykurframleiðsla","Til þessarar greinar telst: - Framleiðsla eða hreinsun á sykri (súkrósa) og gervisykri úr reyr-, rófu-, hlyn- og pálmasafa - Framleiðsla á sykursírópi - Framleiðsla á melassa - Framleiðsla á hlynsírópi og -sykri",,"Til þessarar greinar telst ekki: - Framleiðsla á glúkósa, glúkósasírópi, maltósa, sjá 10.62"
"10.82.0","10820","C","Framleiðsla á súkkulaði og sælgæti; kakói","Til þessarar greinar telst: - Framleiðsla á súkkulaði og sælgæti úr súkkulaði  - Framleiðsla á sælgæti úr sykri, s.s. karamellum, brjóstsykri, hálstöflum, núggati, kremi, hvítu súkkulaði - Kakóframleiðsla  - Framleiðsla á tyggigúmmíi - Varðveisla áva",,
"10.83.0","10830","C","Te- og kaffivinnsla","Til þessarar greinar telst: - Koffeinsneyðing og kaffibrennsla - Framleiðsla á kaffivörum, s.s. möluðu kaffi, uppleysanlegu kaffi, kaffikjarna og kaffidufti - Framleiðsla á kaffilíki - Blöndun tes og matés - Framleiðsla á kjarna og blöndum úr te eða ","Til þessarar greinar telst einnig: - Framleiðsla á jurtaseyði (mintu, járnurt, baldursbrá o.þ.h.)","Til þessarar greinar telst ekki: - Framleiðsla á ínúlíni, sjá 10.62 - Framleiðsla á áfengum drykkjum, bjór, víni og gosdrykkjum sjá deild 11 - Vinnsla jurtavara til lyfjagerðar, sjá 21.10"
"10.84.0","10840","C","Framleiðsla á bragðefnum og kryddi","Til þessarar greinar telst: - Framleiðsla á kryddi, sósum og bragðefnum, s.s. majónsósu, remúlaði, sinnepi og tómatsósu - Framleiðsla ediks","Til þessarar greinar telst einnig: - Vinnsla á matarsalti, t.d. joðbættu salti","Til þessarar greinar telst ekki: - Ræktun kryddjurta, sjá 01.28"
"10.85.0","10850","C","Framleiðsla á tilbúnum máltíðum og réttum","Til þessarar greinar telst framleiðsla á tilbúnum (þ.e. unnum, krydduðum og elduðum) máltíðum og réttum, frystum, í lofttæmdum umbúðum eða niðursoðnum. Þessir réttir eru oftast í umbúðum og merktir til endursölu.  Til þessarar greinar telst: - Framleið",,"Til þessarar greinar telst ekki: - Framleiðsla á unnum matvælum sem er hætt við skemmdum, s.s. samlokum, sjá 10.89 - Smásala á tilbúnum máltíðum og réttum í verslunum, sjá 47.11, 47.29 - Heildsala á tilbúnum máltíðum og réttum, sjá 46.38 - Verktakar v"
"10.86.0","10860","C","Framleiðsla á jafnblönduðum matvælum og sérfæði","Til þessarar greinar telst: - Framleiðsla á fæði til sérstakra næringarfræðilegra nota, s.s. barnamatur, stoðmjólk og annað stoðfæði, orkusnautt og orkuskert fæði ætlað sem megrunarfæði, sérfæði í sérstökum læknisfræðilegum tilgangi, glútenlaust fæði og ",,
"10.89.0","10890","C","Önnur ótalin framleiðsla á matvælum","Til þessarar greinar telst: - Framleiðsla á súpum og seyðum - Framleiðsla á gervihunangi - Framleiðsla á unnum matvælum sem er hætt við skemmdum, s.s samlokum og pitsum, óelduðum - Fæðubótarefnum og öðrum matvælum, ót.a.","Til þessarar greinar telst einnig: - Framleiðsla á geri - Framleiðsla á mjólkurafurðum úr jurtaríkinu og ostalíki - Framleiðsla á eggjaafurðum, eggjaalbúmíni","Til þessarar greinar telst ekki: - Framleiðsla unninna matvæla, sem er hætt við skemmdum, úr ávöxtum og grænmeti, sjá 10.39 - Framleiðsla á tilbúnum máltíðum, sjá 10.85 - Framleiðsla á áfengum drykkjum, bjór, víni og gosdrykkjum sjá deild 11"
"10.91.0","10910","C","Framleiðsla húsdýrafóðurs","Til þessarar greinar telst: - Framleiðsla á húsdýrafóðri, þ.m.t. kjarnað dýrafóður og fæðubótarefni í fóðri - Vinnsla óblandaðs húsdýrafóðurs","Til þessarar greinar telst einnig: - Meðhöndlun sláturúrgangs til framleiðslu dýrafóðurs","Til þessarar greinar telst ekki: - Framleiðsla á fiskimjöli í dýrafóður, sjá 10.20 - Starfsemi þar sem úr verða aukaafurðir sem nota má sem dýrafóður án sérstakrar meðhöndlunar, t.d. olíufræ (sjá 10.41) og leifar úr kornmölun (sjá 10.61)"
"10.92.0","10920","C","Framleiðsla gæludýrafóðurs","Til þessarar greinar telst: - Framleiðsla gæludýrafóðurs fyrir hunda, ketti, fugla, fiska, o.þ.h.","Til þessarar greinar telst einnig: - Meðhöndlun sláturúrgangs til framleiðslu dýrafóður","Til þessarar greinar telst ekki: - Framleiðsla á fiskimjöli í dýrafóður, sjá 10.20 - Starfsemi þar sem úr verða aukaafurðir sem nota má sem dýrafóður án sérstakrar meðhöndlunar, t.d. olíufræ (sjá 10.41), leifar úr kornmölun (sjá 10.61), o.þ.h."
"11.01.0","11010","C","Eiming, hreinsun og blöndun áfengra drykkja","Til þessarar greinar telst: - Framleiðsla eimaðra áfengra drykkja, s.s. viskí, koníak, gin, líkjörar og blandaðir drykkir - Blöndun áfengra drykkja",,"Til þessarar greinar telst ekki: - Framleiðsla á óeimuðum, áfengum drykkjum, sjá 11.03, 11.04 - Einungis átöppun og merking, sjá 46.34 (ef innt af hendi sem hluti af heildsölu) og 82.92 (ef innt af hendi gegn þóknun eða samkvæmt samningi) - Framleiðsla"
"11.02.0","11020","C","Framleiðsla á víni úr þrúgum","Til þessarar greinar telst: - Víngerð - Framleiðsla á freyðivíni - Víngerð úr þrúgusafaþykkni","Til þessarar greinar telst einnig: - Blöndun, hreinsun og átöppun víns - Framleiðsla á lítið áfengu eða óáfengu víni","Til þessarar greinar telst ekki: - Einungis átöppun og merking, sjá 46.34 (ef innt af hendi sem hluti af heildsölu) og 82.92 (ef innt af hendi gegn þóknun eða samkvæmt samningi)"
"11.03.0","11030","C","Framleiðsla annarra ávaxtavína","Til þessarar greinar telst: - Framleiðsla á gerjuðum en óeimuðum áfengum drykkjum, s.s. sake, eplavíni, peruvíni og öðru ávaxtavíni","Til þessarar greinar telst einnig: - Framleiðsla á miði og blönduðum drykkjum sem innihalda alkóhól","Til þessarar greinar telst ekki: - Einungis átöppun og merking, sjá 46.34 (ef innt af hendi sem hluti af heildsölu) og 82.92 (ef innt af hendi gegn þóknun eða samkvæmt samningi)"
"11.04.0","11040","C","Framleiðsla á öðrum óeimuðum, gerjuðum drykkjarvörum","Til þessarar greinar telst: - Framleiðsla á vermút o.þ.h.",,"Til þessarar greinar telst ekki: - Einungis átöppun og merking, sjá 46.34 (ef innt af hendi sem hluti af heildsölu) og 82.92 (ef innt af hendi gegn þóknun eða samkvæmt samningi)"
"11.05.0","11050","C","Bjórgerð","Til þessarar greinar telst: - Framleiðsla á bjór, einnig framleiðsla á lítið áfengum eða óáfengum bjór",,
"11.06.0","11060","C","Maltgerð",,,
"11.07.0","11070","C","Framleiðsla á gosdrykkjum, ölkelduvatni og öðru átöppuðu vatni","Til þessarar greinar telst framleiðsla á óáfengum drykkjum (að undanskildum óáfengum bjór og víni): - Framleiðsla á ölkelduvatni og öðru átöppuðu vatni - Gosdrykkjaframleiðsla - Framleiðsla á ávaxtadrykkjum með eða án viðbætts sykurs",,"Til þessarar greinar telst ekki: - Framleiðsla ávaxta- og grænmetissafa, sjá 10.32 - Framleiðsla á drykkjum úr mjólk, sjá 10.51 - Framleiðsla á kaffi-, te- og matévörum, sjá 10.83 - Framleiðsla á óáfengu víni, sjá 11.02 - Framleiðsla á óáfengum bjór,"
"12.00.0","12000","C","Framleiðsla á tóbaksvörum",,,"Til þessarar greinar telst ekki: - Ræktun eða frumvinnsla tóbaks, sjá 01.15, 01.63"
"13.10.0","13100","C","Forvinnsla og spuni á textíltrefjum","Til þessarar greinar telst forvinnsla og spuni á textíltrefjum úr ýmsu hráefni, s.s. silki, ull, öðrum dýra-, jurta- eða tilbúnum trefjum, pappír eða gleri  Til þessarar greinar telst: - Forvinnsla textíltrefja, s.s hespun og þvottur á silki, hreinsun ","Til þessarar greinar telst einnig: - Framleiðsla á pappírsgarni","Til þessarar greinar telst ekki: - Forvinnsla sem innt er af hendi í tengslum við landbúnað, sjá 01 - Að leggja í bleyti plöntur sem gefa af sér textíltrefjar úr jurtaríkinu (júta, hör, kókostrefjar), sjá 01.16 - Hreinsun baðmullar, sjá 01.63 - Framle"
"13.20.0","13200","C","Textílvefnaður","Til þessarar greinar telst textílvefnaður  úr ýmsu hráefni, s.s. silki, ull, öðrum dýra-, jurta- eða tilbúnum trefjum, pappír eða gleri  Til þessarar greinar telst: - Framleiðsla á grófofnu efni úr bómull, ull, kambgarni eða silki, þ.m.t. úr blöndu ger","Til þessarar greinar telst einnig: - Framleiðsla á ofnum flosdúk, handklæðafrottéefni, grisjum o.þ.h. - Framleiðsla ofinna dúka úr glertrefjum - Framleiðsla á ofnum þræði úr kolefni og aramíði - Framleiðsla á ofnu gerviloðskinni","Til þessarar greinar telst ekki: - Framleiðsla á prjónuðum og hekluðum dúk, sjá 13.91 - Framleiðsla á gólfklæðningu úr textíl, sjá 13.93 - Framleiðsla á ofnum borðum, sjá 13.96 - Framleiðsla á óofnum dúk og flóka, sjá 13.99"
"13.30.0","13300","C","Frágangur á textílum","Til þessarar greinar telst frágangur á textílum og fatnaði, þ.e. bleiking, litun, sútun og svipuð starfsemi.  Til þessarar greinar telst: - Bleiking og litun textíltrefja, garns, dúks og textílvöru, þ.m.t. fatnaði   - Sútun, þurrkun, gufumeðferð, afhl","Til þessarar greinar telst einnig: - Bleiking á gallabuxum - Felling og svipuð vinna við textíla - Vatnseinangrun, húðun, að bera á gúmmí eða gegndreypa keyptan fatnað - Silkiprent á textíla og fatnað","Til þessarar greinar telst ekki: - Framleiðsla á textílefni sem er gegndreypt, húðað, hjúpað eða lagskipt með gúmmíi og gúmmíið er aðalefnið, sjá 22.19"
"13.91.0","13910","C","Framleiðsla á hekluðum og prjónuðum dúk","Til þessarar greinar telst: - Framleiðsla og vinnsla á heklaðri og prjónaðri álnavöru: • ofinn flosdúkur og handklæðafrottéefni • net, áklæði og gluggatjöld og slík efni gerð á Raschel eða svipaðar vélar • annarri prjón- eða heklvoð, t.d. gerviloðskin",,"Til þessarar greinar telst ekki: - Framleiðsla á neti, áklæðum og gluggatjöldum úr blúnduefni, prjónaðar á Raschel eða svipaðar vélar, sjá 13.99 - Framleiðsla á prjónuðum og hekluðum fatnaði, sjá 14.39"
"13.92.0","13920","C","Framleiðsla á tilbúinni spunavöru annarri en fatnaði","Til þessarar greinar telst: - Framleiðsla á tilbúinni vöru úr hvers kyns textílefni, þ.m.t. úr prjónuðu eða hekluðu efni: • ábreiður • sængurlín, borðlín, bað- eða eldhúslín • stungnar ábreiður, dúnsængur, púðar, sessur, koddar, svefnpokar o.þ.h. - F","Til þessarar greinar telst einnig: - Framleiðsla á handofnum veggteppum","Til þessarar greinar telst ekki: - Framleiðsla á textílvöru til tæknilegra nota, sjá 13.96"
"13.93.0","13930","C","Framleiðsla á gólfteppum og mottum","Til þessarar greinar telst: - Framleiðsla á gólfklæðningu úr textíl, s.s. gólfteppum, mottum, teppaflísum og gólfklæðningu úr stungnum flóka",,"Til þessarar greinar telst ekki: - Framleiðsla á mottum úr fléttuefni, sjá 16.29 - Framleiðsla á gólfklæðningu úr korki, sjá 16.29 - Framleiðsla á seigri gólfklæðningu, s.s. vinýl, línóleum, sjá 22.23"
"13.94.0","13940","C","Framleiðsla á köðlum, seglgarni og netum","Til þessarar greinar telst: - Framleiðsla á seglgarni, snæri, reipi og kaðli úr textíltrefjum eða -ræmum og því um líku, þótt varan sé gegndreypt, húðuð, hjúpuð eða klædd með gúmmíi eða plastefni - Framleiðsla á hnýttu neti úr seglgarni, snæri eða reipi",,"Til þessarar greinar telst ekki: - Framleiðsla á hárneti, sjá 14.19 - Framleiðsla á kaðli úr vír, sjá 25.93 - Framleiðsla á fiskiháfum fyrir sportveiðimenn, sjá 32.30"
"13.95.0","13950","C","Framleiðsla á trefjadúk og vörum úr þeim, þó ekki fatnaði","Til þessarar greinar telst öll starfsemi sem tengist textílum eða textílvörum, ót.a., í deildum 13 eða 14, sem felur í sér fjölda vinnsluferla og framleiðslu margs konar vöru.",,
"13.96.0","13960","C","Framleiðsla annarra tækni- og iðnaðartextíla","Til þessarar greinar telst: - Framleiðsla á ofnum borðum, þ.m.t. dúkar með uppistöðu en án ívafs, gerðir með límingu - Framleiðsla á dúk, gegndreyptum, húðuðum, hjúpuðum eða lagskiptum með plastefni - Framleiðsla á málmgarni eða yfirspunnu málmgarni, g",,"Til þessarar greinar telst ekki: - Framleiðsla á beltum fyrir gírskiptingar eða færibönd úr textílefni, garni eða snæri, gegndreyptu, húðuðu, hjúpuðu eða lagskiptu með gúmmíi, þar sem gúmmíið er aðalefnið, sjá 22.19 - Framleiðsla á plötum og þynnum úr h"
